3211,0.415243,0.533693,0.145129,0.059422,0.547200,0.991803,0.616438,0.532523
3319,0.227362,0.534021,0.084277,0.983267,0.779735,0.576154,0.833272,0.047761
3321,0.884116,0.906335,0.017416,0.000008,0.171804,0.984737,0.903493,0.000000
3338,0.131764,0.972587,0.042201,0.323895,0.709972,0.933082,0.465138,0.956684
3373,0.577944,0.148155,0.000011,0.000146,0.687827,0.904145,0.000000,0.917457
3422,0.933246,0.447121,0.934770,0.311707,0.821863,0.978347,0.000054,0.528039
3431,0.454536,0.364225,0.823310,0.068186,0.881445,0.759300,0.840884,0.184454
3557,0.354512,0.200374,0.266715,0.429611,0.458414,0.283258,0.573723,0.883311
3605,0.476534,0.018052,0.507211,0.737847,0.358013,0.390697,0.000130,0.815501
3736,0.062590,0.312060,0.206134,0.000003,0.746675,0.293915,0.603218,0.757295
3779,0.273830,0.177653,0.010977,0.014634,0.047233,0.432993,0.975964,0.960720
3796,0.824187,0.171683,0.000538,0.011192,0.300168,0.468418,0.610216,0.629607
3872,0.573068,0.371409,0.062500,0.023574,0.645446,0.619354,0.105828,0.946917
3927,0.557847,0.359341,0.154585,0.767490,0.490927,0.001459,0.645405,0.631482
3991,0.760032,0.830246,0.078497,0.413621,0.000065,0.962132,0.000415,0.711186
4059,0.756434,0.417136,0.946639,0.004486,0.842494,0.596702,0.000035,0.877149
4214,0.870173,0.747017,0.000005,0.036149,0.963426,0.195645,0.699798,0.550402
4330,0.945193,0.301854,0.109202,0.016407,0.096812,0.579981,0.625921,0.589955
4336,0.067746,0.534203,0.590154,0.042223,0.102269,0.657244,0.866100,0.790953
4485,0.256935,0.054432,0.002590,0.382072,0.265996,0.734479,0.071413,0.794335
4503,0.662966,0.828584,0.000029,0.709814,0.156881,0.969297,0.696130,0.005712
4583,0.067531,0.667126,0.000358,0.305602,0.789098,0.802296,0.000004,0.544798
4599,0.837902,0.345856,0.298696,0.130960,0.051332,0.506244,0.775573,0.710676
4608,0.633338,0.579227,0.029235,0.019908,0.890363,0.474372,0.721411,0.620010
4724,0.118413,0.399643,0.073690,0.830720,0.209895,0.616603,0.735330,0.085070
4752,0.305413,0.196538,0.000627,0.312255,0.912640,0.432788,0.244607,0.650167
4892,0.965670,0.047401,0.543717,0.319437,0.952091,0.934325,0.002584,0.014781
4944,0.395650,0.212912,0.569235,0.534869,0.091295,0.958420,0.010749,0.832180
4948,0.504289,0.080589,0.054208,0.729604,0.484026,0.813517,0.000043,0.651285
4964,0.456615,0.117739,0.112256,0.258764,0.758928,0.418059,0.875782,0.000166
5038,0.400886,0.571138,0.004066,0.063498,0.000063,0.963621,0.713686,0.611521
5119,0.012734,0.510988,0.000024,0.010105,0.670877,0.957313,0.377856,0.709436
5270,0.370703,0.491502,0.061512,0.789906,0.831042,0.000043,0.000001,0.963838
5518,0.312075,0.700014,0.012206,0.961585,0.146072,0.001583,0.797213,0.663269
5596,0.413523,0.403119,0.014114,0.658300,0.932624,0.669566,0.052239,0.323979
5702,0.294318,0.181445,0.592973,0.000198,0.023126,0.718217,0.629019,0.531237
5723,0.013131,0.006807,0.131984,0.761155,0.976912,0.861463,0.761952,0.174088
5970,0.601716,0.000031,0.785770,0.021563,0.217213,0.351818,0.590768,0.647257
6183,0.399280,0.224232,0.125872,0.788552,0.508447,0.789957,0.468786,0.515785
6190,0.069991,0.384149,0.048721,0.037463,0.942987,0.880602,0.133402,0.298869
6214,0.248621,0.723492,0.006437,0.000040,0.908113,0.561269,0.045754,0.959366
6259,0.073818,0.027727,0.001971,0.798961,0.100102,0.496617,0.634445,0.593179
6260,0.798057,0.000275,0.000056,0.732315,0.006628,0.087262,0.585498,0.869768
6287,0.674869,0.230076,0.062319,0.717503,0.108256,0.853205,0.126864,0.641243
6349,0.923614,0.015427,0.747887,0.286112,0.538523,0.938350,0.871500,0.071923
6392,0.515391,0.198846,0.709164,0.000000,0.807813,0.722343,0.747855,0.536801
6398,0.536016,0.272792,0.080924,0.560588,0.531895,0.000000,0.754711,0.946755
6530,0.893298,0.049064,0.108112,0.548365,0.094693,0.931718,0.000000,0.611738
6538,0.865725,0.000582,0.478600,0.885882,0.913862,0.078654,0.012163,0.816897
6597,0.054677,0.185944,0.140854,0.865574,0.001770,0.024456,0.623992,0.860943
6792,0.670334,0.010160,0.398087,0.297801,0.131906,0.994424,0.000014,0.799270
6929,0.091205,0.020327,0.000159,0.741935,0.852623,0.000008,0.976416,0.025725
7030,0.173138,0.101410,0.054223,0.196724,0.266574,0.103522,0.819171,0.972084
7123,0.744384,0.033686,0.000647,0.713950,0.468489,0.000013,0.717330,0.642063
7162,0.458843,0.236511,0.194170,0.589918,0.673355,0.989504,0.967465,0.984907
7222,0.318146,0.173130,0.135308,0.585755,0.990593,0.207274,0.442784,0.400583
7236,0.681328,0.008423,0.031360,0.478556,0.012701,0.699557,0.992877,0.000000
7509,0.709777,0.585250,0.026005,0.012895,0.000000,0.307377,0.951770,0.690344
7531,0.042707,0.796797,0.034106,0.000141,0.658978,0.939794,0.645931,0.000002
7607,0.199871,0.613222,0.646337,0.631334,0.908437,0.958017,0.016153,0.673213
7615,0.931038,0.001961,0.023559,0.341187,0.019190,0.435691,0.531017,0.950992
7880,0.629961,0.852648,0.093309,0.013347,0.775350,0.871344,0.455086,0.064789
8194,0.646590,0.036068,0.233858,0.000202,0.434114,0.231275,0.414758,0.955734
8274,0.205769,0.355726,0.578564,0.557171,0.780031,0.497428,0.004615,0.503258
8339,0.976604,0.512171,0.001408,0.032822,0.487155,0.713681,0.963418,0.000000
8495,0.430032,0.472355,0.281590,0.109555,0.856144,0.703290,0.378022,0.967236
8582,0.702637,0.681722,0.002044,0.683195,0.329221,0.037067,0.810779,0.932223
8662,0.553489,0.537420,0.591781,0.125561,0.018391,0.973326,0.888620,0.011063
8692,0.457575,0.162062,0.000085,0.012526,0.002369,0.821070,0.621911,0.626370
8750,0.156704,0.044528,0.549461,0.000089,0.872377,0.000000,0.608389,0.927738
8793,0.682272,0.141390,0.001860,0.126722,0.945317,0.952147,0.002497,0.241186
8889,0.114180,0.663704,0.103827,0.008647,0.944627,0.590678,0.152914,0.540591
9231,0.134005,0.976429,0.269200,0.001147,0.273789,0.723922,0.960317,0.068072
9277,0.244441,0.770073,0.455069,0.790805,0.004750,0.960924,0.062071,0.681879
9436,0.676475,0.012419,0.904617,0.000001,0.278688,0.931105,0.119223,0.993011
9519,0.121717,0.822500,0.000002,0.654986,0.341628,0.940788,0.816283,0.000001
9520,0.497244,0.553962,0.011074,0.000004,0.442116,0.502242,0.996348,0.869978
9535,0.686690,0.224821,0.473648,0.870630,0.059921,0.165691,0.836748,0.634063
9536,0.060586,0.090982,0.001219,0.000046,0.786817,0.328000,0.502083,0.822065
9560,0.296614,0.027897,0.620364,0.774356,0.516957,0.509480,0.000521,0.533898
9579,0.453458,0.052867,0.004195,0.249902,0.014166,0.931260,0.973172,0.002563
9601,0.870799,0.046456,0.734621,0.556835,0.004647,0.610637,0.004331,0.859534
9772,0.068585,0.332150,0.138544,0.970588,0.053208,0.543656,0.849214,0.275269
9841,0.593893,0.743939,0.414065,0.022381,0.299646,0.477439,0.836807,0.837859
9951,0.902910,0.837126,0.256259,0.238759,0.000255,0.913512,0.000000,0.922237
